round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,529595bf-86c8-4a2d-9ffb-8cc14acc2958::1,Multiple offensive posts in a row.,Patterns of behavior,Consistent offensive behavior,span,0,34,Multiple offensive posts in a row.,resolved,,subham,Mon Sep 07 2026 20:46:59 GMT+0000 (Coordinated Universal Time)
1,529595bf-86c8-4a2d-9ffb-8cc14acc2958::1,Multiple offensive posts in a row.,Patterns of behavior,Majority offesnive,span,0,34,Multiple offensive posts in a row.,resolved,,subham,Mon Sep 07 2026 20:46:59 GMT+0000 (Coordinated Universal Time)
1,52cc46f8-3578-43d1-8635-4b5acc0a0583::3,"The decision to suspend Account 2 was based on the presence of highly offensive and abusive messages, including hate speech and personal attacks.",Type of offensiveness,Hate speech and offensive language,span,38,145,"based on the presence of highly offensive and abusive messages, including hate speech and personal attacks.",resolved,,subham,Wed Sep 09 2026 21:43:04 GMT+0000 (Coordinated Universal Time)
1,53e65e49-04a3-4a91-be60-32e26d65f88c::2,3/4 messages were blatantly offensive.,Patterns of behavior,Majority offesnive,span,0,38,3/4 messages were blatantly offensive.,resolved,,subham,Wed Sep 09 2026 21:42:47 GMT+0000 (Coordinated Universal Time)
1,53e65e49-04a3-4a91-be60-32e26d65f88c::5,I read a sample of 5 messages from this account and none were offensive.,Type of offensiveness,No offensive content,span,52,72,none were offensive.,resolved,,subham,Mon Sep 07 2026 20:46:10 GMT+0000 (Coordinated Universal Time)
1,54aa0c79-9048-4143-a4a3-2c1e7ca5a9e7::2,really rude - comments like this should not be allowed,Type of offensiveness,insult,span,0,54,really rude - comments like this should not be allowed,resolved,,subham,Wed Sep 09 2026 21:42:17 GMT+0000 (Coordinated Universal Time)
1,563c29ae-5957-43e7-8456-64668a5f47c8::2,I should have just clicked suspend after the first message. But violence in message 1 plus slurs in message 2 is more than enough for me.,Patterns of behavior,Consistent offensive behavior,span,0,137,I should have just clicked suspend after the first message. But violence in message 1 plus slurs in message 2 is more than enough for me.,resolved,,subham,Mon Sep 07 2026 20:48:53 GMT+0000 (Coordinated Universal Time)
1,563c29ae-5957-43e7-8456-64668a5f47c8::2,I should have just clicked suspend after the first message. But violence in message 1 plus slurs in message 2 is more than enough for me.,Type of offensiveness,Threats of violence,span,60,72,But violence,resolved,,subham,Mon Sep 07 2026 20:48:53 GMT+0000 (Coordinated Universal Time)
1,563c29ae-5957-43e7-8456-64668a5f47c8::2,I should have just clicked suspend after the first message. But violence in message 1 plus slurs in message 2 is more than enough for me.,Type of offensiveness,Hate speech and offensive language,span,91,96,slurs,resolved,,subham,Mon Sep 07 2026 20:48:53 GMT+0000 (Coordinated Universal Time)
1,563c29ae-5957-43e7-8456-64668a5f47c8::3,"Double slur on the very first message, easy call for suspension. No need to see more.",Decision outcomes,Permanent ban,unit,,,,resolved,,subham,Mon Sep 07 2026 20:47:11 GMT+0000 (Coordinated Universal Time)
1,563c29ae-5957-43e7-8456-64668a5f47c8::3,"Double slur on the very first message, easy call for suspension. No need to see more.",Type of offensiveness,Hate speech and offensive language,span,0,63,"Double slur on the very first message, easy call for suspension",resolved,,subham,Mon Sep 07 2026 20:47:11 GMT+0000 (Coordinated Universal Time)
1,56d821b6-60da-437e-b2c3-f1b67d769d39::3,"The user made comments toward another user, berating them and using slurs against the LGBTQ+ community.",Type of offensiveness,Hate speech and offensive language,span,0,103,"The user made comments toward another user, berating them and using slurs against the LGBTQ+ community.",resolved,,subham,Mon Sep 07 2026 20:58:40 GMT+0000 (Coordinated Universal Time)
1,58d77f08-39c7-454e-b6da-eb275ae18302::3,Bullying behavior. Derogatory hate speech (f**got). Racism.,Type of offensiveness,Hate speech and offensive language,span,0,17,Bullying behavior,resolved,,subham,Mon Sep 07 2026 20:49:25 GMT+0000 (Coordinated Universal Time)
1,59160a3a-0464-481d-a6fd-3a3a6d1a6bb2::1,it was by mistake i want to suspend,Reflection on the decision,Would revise the decision,unit,,,,resolved,,subham,Wed Sep 09 2026 21:41:42 GMT+0000 (Coordinated Universal Time)
1,59a40bdf-b848-403a-868a-437acf6c8f8c::4,"There was only one offensive message, and while extreme, I think suspension should be more based on a a pattern of behavior",Patterns of behavior,One-off offensive,span,0,37,"There was only one offensive message,",resolved,,subham,Wed Sep 09 2026 21:41:55 GMT+0000 (Coordinated Universal Time)
1,59a40bdf-b848-403a-868a-437acf6c8f8c::4,"There was only one offensive message, and while extreme, I think suspension should be more based on a a pattern of behavior",Justifications,Not too offensive,span,57,123,I think suspension should be more based on a a pattern of behavior,resolved,,subham,Wed Sep 09 2026 21:41:55 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::1,"every single ONE of these messages is offensive, nothing positive on this account and this person could be harmful to the platform by wishing death and violence and talking in a derogatory manner to others, so they had to go as well.",Patterns of behavior,Consistent offensive behavior,span,1,47,very single ONE of these messages is offensive,resolved,,subham,Wed Sep 09 2026 20:54:11 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::1,"every single ONE of these messages is offensive, nothing positive on this account and this person could be harmful to the platform by wishing death and violence and talking in a derogatory manner to others, so they had to go as well.",Type of offensiveness,Harm other person,span,107,114,harmful,resolved,,subham,Wed Sep 09 2026 20:54:11 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::1,"every single ONE of these messages is offensive, nothing positive on this account and this person could be harmful to the platform by wishing death and violence and talking in a derogatory manner to others, so they had to go as well.",Type of offensiveness,Death wish,span,134,147,wishing death,resolved,,subham,Wed Sep 09 2026 20:54:11 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::1,"every single ONE of these messages is offensive, nothing positive on this account and this person could be harmful to the platform by wishing death and violence and talking in a derogatory manner to others, so they had to go as well.",Type of offensiveness,Threats of violence,span,152,160,violence,resolved,,subham,Wed Sep 09 2026 20:54:11 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::1,"every single ONE of these messages is offensive, nothing positive on this account and this person could be harmful to the platform by wishing death and violence and talking in a derogatory manner to others, so they had to go as well.",Type of offensiveness,Hate speech and offensive language,span,165,205,talking in a derogatory manner to others,resolved,,subham,Wed Sep 09 2026 20:54:11 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::3,"5 of 9 comments were offensive, which is way too many.  I might have let it slide with 1 or 2 tops, but this user was suspended as they clearly show a repeat pattern for offensive messages.",Patterns of behavior,Majority offesnive,span,0,30,5 of 9 comments were offensive,resolved,,subham,Mon Sep 07 2026 21:05:39 GMT+0000 (Coordinated Universal Time)
1,5ae2ec2f-6040-40ee-95d6-7d6476f4878e::3,"5 of 9 comments were offensive, which is way too many.  I might have let it slide with 1 or 2 tops, but this user was suspended as they clearly show a repeat pattern for offensive messages.",Patterns of behavior,Consistent offensive behavior,span,100,189,but this user was suspended as they clearly show a repeat pattern for offensive messages.,resolved,,subham,Mon Sep 07 2026 21:05:39 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::1,does not contribute to positive environment i'd like to see in an online community. use of highly derogatory and discriminatory language.,Type of offensiveness,Hate speech and offensive language,unit,,,,resolved,,subham,Mon Sep 07 2026 21:01:11 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::1,does not contribute to positive environment i'd like to see in an online community. use of highly derogatory and discriminatory language.,Decision outcomes,Consequences beyond suspencion,span,0,83,does not contribute to positive environment i'd like to see in an online community.,resolved,,subham,Mon Sep 07 2026 21:01:11 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::4,I think the comments about blocking is acceptable but death threats are certainly not. I would give this person a warning or tempororary ban as this is a one-off occurrence but I see their future posts are less offensive.,Type of offensiveness,Threats of violence,span,54,85,death threats are certainly not,resolved,,subham,Mon Sep 07 2026 20:20:01 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::4,I think the comments about blocking is acceptable but death threats are certainly not. I would give this person a warning or tempororary ban as this is a one-off occurrence but I see their future posts are less offensive.,Decision outcomes,Temporary suspension,span,114,121,warning,resolved,,subham,Mon Sep 07 2026 20:20:01 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::4,I think the comments about blocking is acceptable but death threats are certainly not. I would give this person a warning or tempororary ban as this is a one-off occurrence but I see their future posts are less offensive.,Decision outcomes,Temporary suspension,span,125,140,tempororary ban,resolved,,subham,Mon Sep 07 2026 20:20:01 GMT+0000 (Coordinated Universal Time)
1,5bcd81ba-db12-4a52-b9f6-16e94d8405ad::4,I think the comments about blocking is acceptable but death threats are certainly not. I would give this person a warning or tempororary ban as this is a one-off occurrence but I see their future posts are less offensive.,Patterns of behavior,One-off offensive,span,144,172,this is a one-off occurrence,resolved,,subham,Mon Sep 07 2026 20:20:01 GMT+0000 (Coordinated Universal Time)
1,5cc4bd9f-bb5f-4846-bd05-fdd182058a61::5,Looks like someone expressing their thoughts online. No reason to suspend them.,Positive content,Personal opinions and thoughts,span,0,52,Looks like someone expressing their thoughts online.,resolved,,subham,Mon Sep 07 2026 21:05:05 GMT+0000 (Coordinated Universal Time)
1,5d63ec35-004a-47d7-8b6a-cab773657401::2,Account 4 used offensive language and threatened to shoot someone.,Type of offensiveness,Hate speech and offensive language,span,10,33,used offensive language,resolved,,subham,Mon Sep 07 2026 20:47:25 GMT+0000 (Coordinated Universal Time)
1,5d63ec35-004a-47d7-8b6a-cab773657401::2,Account 4 used offensive language and threatened to shoot someone.,Type of offensiveness,Threats of violence,span,38,66,threatened to shoot someone.,resolved,,subham,Mon Sep 07 2026 20:47:25 GMT+0000 (Coordinated Universal Time)
1,5d63ec35-004a-47d7-8b6a-cab773657401::5,There was nothing offensive about this post.,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Wed Sep 09 2026 20:52:34 GMT+0000 (Coordinated Universal Time)
1,5da998f3-ab70-4dbb-9b1e-1d1008e85512::1,This is mean spirited and contains a slur against one's sexual preference--it's not ok to post and should be suspended.,Type of offensiveness,Hate speech and offensive language,span,0,73,This is mean spirited and contains a slur against one's sexual preference,resolved,,subham,Mon Sep 07 2026 20:49:05 GMT+0000 (Coordinated Universal Time)
1,5da998f3-ab70-4dbb-9b1e-1d1008e85512::3,This contains slurs against one's sexual preference--it's not ok to post and should be suspended.,Type of offensiveness,Hate speech and offensive language,span,0,51,This contains slurs against one's sexual preference,resolved,,subham,Wed Sep 09 2026 20:54:52 GMT+0000 (Coordinated Universal Time)
1,5da998f3-ab70-4dbb-9b1e-1d1008e85512::4,"The first two messages were fine, but the third included a threat of violence, which is not ok.",Type of offensiveness,No offensive content,span,0,32,The first two messages were fine,resolved,,subham,Mon Sep 07 2026 20:11:50 GMT+0000 (Coordinated Universal Time)
1,5da998f3-ab70-4dbb-9b1e-1d1008e85512::4,"The first two messages were fine, but the third included a threat of violence, which is not ok.",Type of offensiveness,Threats of violence,span,59,77,threat of violence,resolved,,subham,Mon Sep 07 2026 20:11:50 GMT+0000 (Coordinated Universal Time)
1,5fa0a5ae-8e5c-43ae-947c-848d3b281fe9::4,None,Type of offensiveness,No offensive content,span,0,4,None,resolved,,subham,Mon Sep 07 2026 21:02:26 GMT+0000 (Coordinated Universal Time)
1,615a5db6-2194-4526-88a8-20957e7a90dd::2,Slurs used as well as threats of violence,Type of offensiveness,Hate speech and offensive language,span,0,10,Slurs used,resolved,,subham,Wed Sep 09 2026 20:52:36 GMT+0000 (Coordinated Universal Time)
